"date","Hospital_Intake_Proven","Hospital_Intake_Suspected","IC_Intake_Proven","IC_Intake_Suspected","IC_Current","ICs_Used","IC_Cumulative","Hospital_Currently","IC_Deaths_Cumulative","IC_Discharge_Cumulative","IC_Discharge_InHospital","Hospital_Cumulative","Hospital_Intake","IC_Intake","Hosp_Intake_Suspec_Cumul","IC_Intake_Suspected_Cumul","IC_Intake_Proven_Cumsum"
"2020-02-27",2,2,1,0,7,5,7,44,0,0,0,46,4,1,2,0,1
"2020-02-28",3,0,0,1,8,6,8,47,0,0,0,49,3,1,2,1,1
"2020-02-29",1,0,0,0,9,5,9,47,0,0,0,50,1,0,2,1,1
"2020-03-01",7,1,2,0,11,6,11,55,0,0,1,58,8,2,3,1,3
"2020-03-02",10,1,0,0,10,5,11,66,0,0,1,69,11,0,4,1,3
"2020-03-03",8,0,1,0,12,6,13,73,0,0,1,77,8,1,4,1,4
"2020-03-04",10,3,3,0,15,8,16,85,0,2,1,90,13,3,7,1,7
"2020-03-05",12,1,1,1,15,9,18,95,0,2,1,102,13,2,8,2,8
"2020-03-06",18,1,4,0,19,12,22,110,0,2,2,118,19,4,9,2,12
"2020-03-07",7,3,3,0,21,13,25,119,0,3,1,127,10,3,12,2,15
"2020-03-08",17,5,6,0,27,17,31,137,2,3,1,147,22,6,17,2,21
"2020-03-09",26,5,5,2,32,19,39,161,2,3,2,176,31,7,22,4,26
"2020-03-10",28,4,9,1,39,20,49,184,2,3,2,205,32,10,26,5,35
"2020-03-11",43,6,9,0,48,22,59,221,4,3,2,249,49,9,32,5,44
"2020-03-12",55,4,23,0,68,28,82,266,5,3,2,302,59,23,36,5,67
"2020-03-13",73,6,13,0,79,31,96,333,5,4,2,378,79,13,42,5,80
"2020-03-14",62,3,18,0,96,39,115,374,5,7,5,435,65,18,45,5,98
"2020-03-15",70,8,27,1,120,47,144,423,7,7,6,507,78,28,53,6,125
"2020-03-16",140,19,32,0,150,53,177,554,13,8,6,660,159,32,72,6,157
"2020-03-17",144,13,35,0,179,56,214,640,15,8,9,801,157,35,85,6,192
"2020-03-18",171,16,50,0,228,60,268,762,18,12,10,974,187,50,101,6,242
"2020-03-19",249,27,59,2,287,68,335,965,26,12,12,1237,276,61,128,8,301
"2020-03-20",238,27,82,1,362,70,422,1140,31,14,17,1485,265,83,155,9,383
"2020-03-21",199,13,72,3,430,70,504,1223,43,16,26,1671,212,75,168,12,455
"2020-03-22",236,19,72,1,480,70,578,1328,49,19,27,1899,255,73,187,13,527
"2020-03-23",443,24,98,3,573,71,681,1646,66,22,39,2328,467,101,211,16,625
"2020-03-24",420,25,107,1,653,73,794,1899,75,26,44,2738,445,108,236,17,732
"2020-03-25",432,25,114,2,752,74,913,2115,88,31,52,3152,457,116,261,19,846
"2020-03-26",433,34,104,4,838,74,1027,2310,106,41,54,3576,467,108,295,23,950
"2020-03-27",556,36,113,1,927,74,1147,2573,121,47,71,4114,592,114,331,24,1063
"2020-03-28",293,27,99,2,992,74,1252,2508,140,51,87,4390,320,101,358,26,1162
"2020-03-29",252,19,86,3,1038,74,1344,2463,165,62,98,4619,271,89,377,29,1248
"2020-03-30",437,29,126,3,1126,74,1476,2610,185,71,117,5022,466,129,406,32,1374
"2020-03-31",307,42,109,1,1191,74,1589,2540,219,89,125,5315,349,110,448,33,1483
"2020-04-01",312,43,72,3,1208,75,1663,2448,244,107,135,5625,355,75,491,36,1555
"2020-04-02",350,41,88,3,1249,75,1760,2429,266,121,148,5962,391,91,532,39,1643
"2020-04-03",330,56,76,0,1276,75,1839,2432,298,142,156,6308,386,76,588,39,1719
"2020-04-04",186,24,62,3,1280,74,1905,2221,317,156,173,6478,210,65,612,42,1781
"2020-04-05",225,21,72,3,1304,75,1983,2169,340,165,194,6676,246,75,633,45,1853
"2020-04-06",321,56,60,1,1312,75,2046,2288,358,189,207,7013,377,61,689,46,1913
"2020-04-07",204,54,55,2,1314,76,2106,2154,388,211,240,7235,258,57,743,48,1968
"2020-04-08",208,32,55,0,1281,76,2165,2018,405,236,252,7441,240,55,775,48,2023
"2020-04-09",187,39,50,1,1277,76,2217,1844,417,264,257,7631,226,51,814,49,2073
"2020-04-10",202,38,48,1,1284,75,2268,1753,445,293,264,7839,240,49,852,50,2121
"2020-04-11",132,20,26,2,1249,75,2297,1563,460,313,285,7970,152,28,872,52,2147
"2020-04-12",135,33,34,1,1231,75,2333,1505,475,331,313,8122,168,35,905,53,2181
"2020-04-13",166,33,43,1,1214,75,2378,1499,496,346,338,8289,199,44,938,54,2224
"2020-04-14",163,37,34,2,1191,76,2415,1518,506,397,332,8464,200,36,975,56,2258
"2020-04-15",117,17,23,1,1166,76,2440,1428,523,453,328,8580,134,24,992,57,2281
"2020-04-16",115,23,28,2,1133,76,2470,1315,541,503,313,8696,138,30,1015,59,2309
"2020-04-17",137,27,25,1,1103,77,2496,1270,559,550,313,8836,164,26,1042,60,2334
"2020-04-18",78,14,19,0,1057,76,2515,1125,570,573,329,8909,92,19,1056,60,2353
"2020-04-19",82,15,19,1,1028,76,2535,1099,589,579,351,8989,97,20,1071,61,2372
"2020-04-20",109,24,25,1,1009,76,2562,1139,608,635,335,9096,133,26,1095,62,2397
"2020-04-21",116,26,20,0,972,76,2584,1094,629,687,333,9212,142,20,1121,62,2417
"2020-04-22",89,23,14,0,916,77,2599,1013,645,733,328,9311,112,14,1144,62,2431
"2020-04-23",95,36,16,0,874,77,2615,971,658,780,306,9426,131,16,1180,62,2447
"2020-04-24",78,26,17,1,857,76,2634,917,668,842,273,9514,104,18,1206,63,2464
"2020-04-25",44,23,13,0,827,76,2648,791,682,859,278,9573,67,13,1229,63,2477
"2020-04-26",43,27,13,0,803,76,2661,766,692,868,293,9632,70,13,1256,63,2490
"2020-04-27",60,17,14,0,780,76,2675,751,703,877,310,9698,77,14,1273,63,2504
"2020-04-28",90,29,14,1,759,76,2691,768,709,927,295,9797,119,15,1302,64,2518
"2020-04-29",58,21,11,0,731,76,2703,710,715,963,296,9859,79,11,1323,64,2529
"2020-04-30",62,24,17,2,707,76,2722,689,728,1006,281,9934,86,19,1347,66,2546
"2020-05-01",51,11,9,0,672,76,2731,632,730,1047,283,9985,62,9,1358,66,2555
"2020-05-02",27,14,9,2,634,76,2742,546,739,1062,283,10021,41,11,1372,68,2564
"2020-05-03",36,10,10,0,620,76,2753,527,744,1069,297,10058,46,10,1382,68,2574
"2020-05-04",58,25,11,2,611,76,2765,574,750,1112,291,10128,83,13,1407,70,2585
"2020-05-05",28,9,3,0,569,76,2768,506,755,1126,305,10161,37,3,1416,70,2588
"2020-05-06",59,17,5,0,542,73,2774,522,761,1164,296,10227,76,5,1433,70,2593
"2020-05-07",46,14,8,1,519,72,2784,496,769,1203,290,10276,60,9,1447,71,2601
"2020-05-08",53,27,7,1,488,72,2792,495,773,1239,277,10351,80,8,1474,72,2608
"2020-05-09",29,7,5,0,466,72,2797,446,778,1248,285,10383,36,5,1481,72,2613
"2020-05-10",25,17,4,1,448,72,2802,434,779,1251,294,10419,42,5,1498,73,2617
"2020-05-11",44,23,7,1,442,73,2810,465,786,1289,292,10481,67,8,1521,74,2624
"2020-05-12",25,31,2,0,400,71,2812,442,789,1332,269,10533,56,2,1552,74,2626
"2020-05-13",37,30,3,1,382,71,2816,425,794,1367,267,10594,67,4,1582,75,2629
"2020-05-14",25,19,8,1,356,71,2825,392,798,1394,254,10630,44,9,1601,76,2637
"2020-05-15",31,23,3,1,340,71,2830,373,805,1427,235,10679,54,4,1624,77,2640
"2020-05-16",17,7,7,1,324,70,2838,327,807,1436,235,10700,24,8,1631,78,2647
"2020-05-17",30,12,4,0,318,70,2843,339,808,1440,239,10736,42,4,1643,78,2651
"2020-05-18",36,24,4,0,312,70,2847,380,808,1472,242,10792,60,4,1667,78,2655
"2020-05-19",17,13,1,1,279,67,2849,357,810,1504,222,10820,30,2,1680,79,2656
"2020-05-20",31,17,2,0,269,66,2852,345,815,1535,207,10862,48,2,1697,79,2658
"2020-05-21",14,7,2,0,248,66,2854,307,819,1541,213,10878,21,2,1704,79,2660
"2020-05-22",32,21,4,0,237,66,2859,337,822,1574,197,10925,53,4,1725,79,2664
"2020-05-23",13,8,3,0,220,63,2862,293,823,1577,201,10943,21,3,1733,79,2667
"2020-05-24",18,16,7,0,219,63,2869,286,824,1577,211,10968,34,7,1749,79,2674
"2020-05-25",35,21,1,0,209,62,2870,320,825,1600,215,11019,56,1,1770,79,2675
"2020-05-26",25,13,4,0,186,62,2874,313,829,1621,206,11054,38,4,1783,79,2679
"2020-05-27",16,13,3,1,171,58,2878,284,830,1644,191,11079,29,4,1796,80,2682
"2020-05-28",16,10,1,0,163,57,2879,261,832,1675,171,11100,26,1,1806,80,2683
"2020-05-29",24,14,1,2,153,56,2882,263,835,1696,158,11133,38,3,1820,82,2684
"2020-05-30",20,5,2,0,143,54,2884,244,835,1703,153,11156,25,2,1825,82,2686
"2020-05-31",12,8,4,0,146,54,2888,237,835,1703,160,11175,20,4,1833,82,2690
"2020-06-01",15,7,4,0,143,53,2892,242,838,1703,163,11193,22,4,1840,82,2694
"2020-06-02",23,17,1,0,138,53,2893,263,838,1727,156,11229,40,1,1857,82,2695
"2020-06-03",17,11,4,0,125,50,2897,254,843,1748,139,11249,28,4,1868,82,2699
"2020-06-04",14,19,5,1,123,52,2903,241,846,1768,121,11274,33,6,1887,83,2704
"2020-06-05",9,12,3,0,121,51,2906,224,846,1778,114,11292,21,3,1899,83,2707
"2020-06-06",4,5,2,0,119,51,2908,185,847,1780,115,11299,9,2,1904,83,2709
"2020-06-07",4,12,3,0,118,50,2911,184,847,1782,115,11313,16,3,1916,83,2712
"2020-06-08",11,7,0,0,117,49,2912,184,847,1798,108,11331,18,0,1923,83,2712
"2020-06-09",9,10,2,0,109,48,2914,163,848,1810,100,11348,19,2,1933,83,2714
"2020-06-10",5,6,2,0,106,48,2916,146,849,1821,92,11357,11,2,1939,83,2716
"2020-06-11",14,11,1,0,102,48,2917,152,849,1833,85,11378,25,1,1950,83,2717
"2020-06-12",8,4,3,0,99,47,2920,145,850,1843,79,11389,12,3,1954,83,2720
"2020-06-13",4,5,2,0,97,45,2922,124,851,1843,79,11396,9,2,1959,83,2722
"2020-06-14",3,5,0,0,96,44,2922,122,853,1845,77,11404,8,0,1964,83,2722
"2020-06-15",5,5,1,0,95,44,2923,125,854,1863,69,11413,10,1,1969,83,2723
"2020-06-16",8,9,2,0,86,43,2925,125,857,1868,68,11429,17,2,1978,83,2725
"2020-06-17",7,6,0,0,78,41,2925,117,858,1874,68,11440,13,0,1984,83,2725
"2020-06-18",4,12,1,0,71,40,2926,119,859,1881,68,11455,16,1,1996,83,2726
"2020-06-19",4,8,0,0,66,37,2927,116,860,1889,61,11466,12,0,2004,83,2726
"2020-06-20",4,5,2,0,64,37,2929,97,861,1890,64,11472,9,2,2009,83,2728
"2020-06-21",4,10,0,0,60,35,2929,99,862,1890,64,11485,14,0,2019,83,2728
"2020-06-22",7,8,3,0,62,37,2932,103,863,1895,66,11499,15,3,2027,83,2731
"2020-06-23",6,9,1,0,55,34,2933,102,864,1901,64,11509,15,1,2036,83,2732
"2020-06-24",4,12,1,1,52,34,2935,99,865,1907,60,11524,16,2,2048,84,2733
"2020-06-25",9,8,1,1,51,32,2937,106,865,1912,59,11539,17,2,2056,85,2734
"2020-06-26",3,6,0,0,47,30,2937,102,866,1916,59,11546,9,0,2062,85,2734
"2020-06-27",1,2,0,0,42,28,2937,80,867,1916,62,11549,3,0,2064,85,2734
"2020-06-28",4,5,0,0,38,27,2937,82,867,1916,62,11558,9,0,2069,85,2734
"2020-06-29",7,8,0,0,38,27,2937,93,867,1920,61,11571,15,0,2077,85,2734
"2020-06-30",2,6,2,0,37,26,2939,78,867,1927,57,11577,8,2,2083,85,2736
"2020-07-01",3,5,0,0,33,23,2939,73,867,1930,55,11585,8,0,2088,85,2736
"2020-07-02",4,3,2,1,35,26,2942,67,868,1934,53,11589,7,3,2091,86,2738
"2020-07-03",7,5,0,0,32,25,2942,68,868,1942,45,11599,12,0,2096,86,2738
"2020-07-04",0,3,1,0,33,25,2943,58,868,1942,47,11601,3,1,2099,86,2739
"2020-07-05",2,8,0,0,31,23,2943,62,868,1943,47,11609,10,0,2107,86,2739
"2020-07-06",2,5,0,0,30,22,2943,66,869,1948,44,11616,7,0,2112,86,2739
"2020-07-07",3,5,1,0,28,20,2944,69,870,1951,43,11623,8,1,2117,86,2740
"2020-07-08",3,7,2,0,25,20,2946,69,870,1956,39,11632,10,2,2124,86,2742
"2020-07-09",6,7,1,0,25,19,2947,72,870,1959,36,11642,13,1,2131,86,2743
"2020-07-10",6,6,1,0,26,19,2948,80,870,1959,38,11652,12,1,2137,86,2744
"2020-07-11",2,2,0,0,24,17,2948,69,870,1959,38,11655,4,0,2139,86,2744
"2020-07-12",3,4,1,0,25,17,2949,70,871,1961,37,11659,7,1,2143,86,2745
"2020-07-13",4,5,0,0,23,17,2949,77,872,1962,38,11668,9,0,2148,86,2745
"2020-07-14",5,7,0,0,20,16,2949,79,872,1963,38,11679,12,0,2155,86,2745
"2020-07-15",2,4,1,0,20,16,2950,70,872,1966,37,11684,6,1,2159,86,2746
"2020-07-16",2,8,1,0,19,16,2951,66,872,1970,33,11693,10,1,2167,86,2747
"2020-07-17",6,3,0,0,19,15,2951,65,872,1970,34,11701,9,0,2170,86,2747
"2020-07-18",5,8,0,0,18,14,2951,68,872,1970,34,11714,13,0,2178,86,2747
"2020-07-19",7,3,1,0,19,14,2952,73,872,1970,35,11724,10,1,2181,86,2748
"2020-07-20",4,5,0,1,19,15,2953,77,873,1975,31,11732,9,1,2186,87,2748
"2020-07-21",6,7,2,3,22,16,2956,79,873,1977,32,11743,13,5,2193,90,2750
"2020-07-22",3,1,1,0,22,16,2957,66,874,1980,30,11746,4,1,2194,90,2751
