"date","Hospital_Intake_Proven","Hospital_Intake_Suspected","IC_Intake_Proven","IC_Intake_Suspected","IC_Current","ICs_Used","IC_Cumulative","Hospital_Currently","IC_Deaths_Cumulative","IC_Discharge_Cumulative","IC_Discharge_InHospital","Hospital_Cumulative","Hospital_Intake","IC_Intake","Hosp_Intake_Suspec_Cumul","IC_Intake_Suspected_Cumul","IC_Intake_Proven_Cumsum"
2020-02-27,2,2,1,0,10,7,10,62,0,0,0,64,4,1,2,0,1
2020-02-28,3,0,0,1,11,8,11,65,0,0,0,67,3,1,2,1,1
2020-02-29,1,0,0,0,12,7,12,65,0,0,0,68,1,0,2,1,1
2020-03-01,7,1,2,0,14,8,14,73,0,0,1,76,8,2,3,1,3
2020-03-02,10,1,0,0,13,7,14,84,0,0,1,87,11,0,4,1,3
2020-03-03,8,0,1,0,15,7,16,91,0,0,1,95,8,1,4,1,4
2020-03-04,10,3,3,0,18,9,19,103,0,2,1,108,13,3,7,1,7
2020-03-05,12,1,1,1,18,11,21,113,0,2,1,120,13,2,8,2,8
2020-03-06,18,1,4,0,22,14,25,128,0,2,2,136,19,4,9,2,12
2020-03-07,7,3,3,0,24,15,28,137,0,3,1,145,10,3,12,2,15
2020-03-08,18,5,6,0,30,19,34,156,2,3,1,166,23,6,17,2,21
2020-03-09,27,5,5,2,35,21,42,181,2,3,1,196,32,7,22,4,26
2020-03-10,28,4,9,1,43,23,52,204,2,3,2,225,32,10,26,5,35
2020-03-11,43,6,9,0,51,24,62,241,4,3,2,269,49,9,32,5,44
2020-03-12,55,4,23,0,71,30,85,286,5,3,2,322,59,23,36,5,67
2020-03-13,73,6,13,0,82,33,99,353,5,4,2,398,79,13,42,5,80
2020-03-14,62,3,19,0,100,42,119,394,5,7,5,455,65,19,45,5,99
2020-03-15,69,8,26,1,123,49,147,442,7,7,6,526,77,27,53,6,125
2020-03-16,140,19,33,0,154,55,181,573,12,8,6,679,159,33,72,6,158
2020-03-17,144,13,35,0,184,59,218,659,14,8,9,820,157,35,85,6,193
2020-03-18,171,15,51,0,234,63,273,781,17,12,10,992,186,51,100,6,244
2020-03-19,250,25,58,2,292,70,339,983,25,12,12,1254,275,60,125,8,302
2020-03-20,238,27,82,1,367,71,426,1159,30,14,17,1502,265,83,152,9,384
2020-03-21,199,13,72,3,436,71,508,1242,42,16,26,1688,212,75,165,12,456
2020-03-22,236,19,72,1,486,71,582,1348,48,19,27,1916,255,73,184,13,528
2020-03-23,444,24,98,3,579,71,685,1667,65,22,39,2346,468,101,208,16,626
2020-03-24,420,25,108,1,660,73,799,1918,75,26,44,2755,445,109,233,17,734
2020-03-25,433,23,114,2,758,74,918,2133,88,31,52,3168,456,116,256,19,848
2020-03-26,434,34,103,4,843,74,1031,2329,106,41,55,3593,468,107,290,23,951
2020-03-27,557,36,113,1,930,74,1151,2593,121,47,72,4132,593,114,326,24,1064
2020-03-28,293,27,98,2,994,74,1255,2528,140,51,88,4407,320,100,353,26,1162
2020-03-29,253,18,87,2,1040,74,1347,2482,164,62,99,4635,271,89,371,28,1249
2020-03-30,437,29,126,3,1129,74,1479,2629,184,71,118,5037,466,129,400,31,1375
2020-03-31,308,42,109,1,1194,74,1592,2560,218,89,126,5331,350,110,442,32,1484
2020-04-01,312,42,72,3,1211,75,1666,2467,243,107,136,5640,354,75,484,35,1556
2020-04-02,350,41,90,3,1254,75,1765,2448,265,122,148,5977,391,93,525,38,1646
2020-04-03,330,56,76,0,1281,75,1844,2451,297,143,156,6323,386,76,581,38,1722
2020-04-04,186,24,62,3,1285,74,1910,2241,316,157,173,6493,210,65,605,41,1784
2020-04-05,226,21,73,3,1310,75,1989,2190,339,166,194,6692,247,76,626,44,1857
2020-04-06,322,56,60,1,1318,75,2052,2309,357,190,207,7030,378,61,682,45,1917
2020-04-07,203,54,55,2,1320,76,2112,2173,387,212,240,7251,257,57,736,47,1972
2020-04-08,208,32,55,0,1287,76,2171,2037,404,237,252,7457,240,55,768,47,2027
2020-04-09,187,38,49,1,1282,76,2222,1863,416,265,257,7647,225,50,806,48,2076
2020-04-10,203,38,48,1,1289,75,2273,1773,444,294,264,7856,241,49,844,49,2124
2020-04-11,132,20,26,2,1254,75,2302,1582,459,314,285,7987,152,28,864,51,2150
2020-04-12,135,33,34,1,1236,75,2338,1525,474,332,313,8139,168,35,897,52,2184
2020-04-13,166,33,43,1,1219,75,2383,1519,495,347,338,8306,199,44,930,53,2227
2020-04-14,163,36,34,2,1196,76,2420,1537,505,398,332,8480,199,36,966,55,2261
2020-04-15,117,17,23,1,1171,76,2445,1447,522,454,328,8596,134,24,983,56,2284
2020-04-16,115,23,28,2,1138,76,2475,1333,540,504,313,8712,138,30,1006,58,2312
2020-04-17,137,27,25,1,1108,77,2501,1289,558,551,313,8852,164,26,1033,59,2337
2020-04-18,78,14,19,0,1062,76,2520,1144,569,574,329,8925,92,19,1047,59,2356
2020-04-19,82,15,19,1,1033,76,2540,1118,588,580,351,9005,97,20,1062,60,2375
2020-04-20,110,24,25,1,1014,76,2567,1159,607,636,335,9113,134,26,1086,61,2400
2020-04-21,116,26,21,0,978,76,2590,1113,628,688,334,9228,142,21,1112,61,2421
2020-04-22,89,23,14,0,921,77,2605,1031,644,734,329,9327,112,14,1135,61,2435
2020-04-23,95,36,16,0,879,77,2621,990,657,781,307,9442,131,16,1171,61,2451
2020-04-24,79,26,17,1,862,76,2640,937,666,843,276,9531,105,18,1197,62,2468
2020-04-25,44,23,13,0,831,76,2654,811,681,860,281,9590,67,13,1220,62,2481
2020-04-26,43,25,13,0,807,76,2667,784,691,869,296,9647,68,13,1245,62,2494
2020-04-27,61,17,14,0,784,76,2681,769,702,879,312,9714,78,14,1262,62,2508
2020-04-28,91,28,14,1,763,76,2697,787,708,930,296,9813,119,15,1290,63,2522
2020-04-29,58,21,11,0,735,76,2709,729,714,966,297,9875,79,11,1311,63,2533
2020-04-30,62,24,17,2,711,76,2728,708,727,1009,282,9950,86,19,1335,65,2550
2020-05-01,52,11,9,0,676,76,2737,652,729,1051,283,10002,63,9,1346,65,2559
2020-05-02,27,14,9,2,638,76,2748,566,738,1066,283,10038,41,11,1360,67,2568
2020-05-03,36,10,10,0,624,76,2759,548,743,1073,297,10075,46,10,1370,67,2578
2020-05-04,58,25,11,2,615,76,2771,595,749,1116,291,10145,83,13,1395,69,2589
2020-05-05,28,8,3,0,573,76,2774,526,754,1130,305,10177,36,3,1403,69,2592
2020-05-06,60,17,5,0,546,73,2780,543,760,1168,295,10244,77,5,1420,69,2597
2020-05-07,46,16,8,1,524,72,2790,519,768,1207,289,10295,62,9,1436,70,2605
2020-05-08,55,26,7,1,493,72,2798,518,772,1243,276,10371,81,8,1462,71,2612
2020-05-09,29,7,5,0,471,72,2803,468,777,1252,284,10403,36,5,1469,71,2617
2020-05-10,25,15,4,1,453,72,2808,454,778,1255,293,10437,40,5,1484,72,2621
2020-05-11,45,22,7,1,447,73,2816,485,785,1295,289,10499,67,8,1506,73,2628
2020-05-12,25,30,2,0,405,71,2818,461,788,1338,266,10550,55,2,1536,73,2630
2020-05-13,38,29,3,1,387,71,2822,445,793,1373,264,10610,67,4,1565,74,2633
2020-05-14,25,19,8,1,361,71,2831,412,797,1400,251,10646,44,9,1584,75,2641
2020-05-15,32,23,3,1,345,71,2836,393,804,1433,232,10695,55,4,1607,76,2644
2020-05-16,17,6,7,1,329,70,2844,345,806,1442,232,10714,23,8,1613,77,2651
2020-05-17,30,12,4,0,322,70,2848,358,807,1446,236,10751,42,4,1625,77,2655
2020-05-18,36,22,4,0,317,70,2852,398,807,1478,239,10805,58,4,1647,77,2659
2020-05-19,18,13,1,1,284,67,2854,377,809,1511,217,10834,31,2,1660,78,2660
2020-05-20,31,17,2,0,274,66,2857,365,815,1541,203,10876,48,2,1677,78,2662
2020-05-21,14,6,2,0,253,66,2859,324,819,1547,209,10891,20,2,1683,78,2664
2020-05-22,32,19,4,0,242,66,2864,352,822,1580,192,10936,51,4,1702,78,2668
2020-05-23,13,8,3,0,226,64,2867,307,823,1583,196,10954,21,3,1710,78,2671
2020-05-24,18,16,7,0,225,64,2874,299,824,1583,206,10979,34,7,1726,78,2678
2020-05-25,35,21,1,0,215,63,2875,334,825,1606,210,11030,56,1,1747,78,2679
2020-05-26,25,13,4,0,192,64,2879,326,829,1626,202,11065,38,4,1760,78,2683
2020-05-27,16,13,3,1,178,60,2883,296,830,1649,187,11090,29,4,1773,79,2686
2020-05-28,17,10,1,0,170,59,2884,275,832,1680,167,11111,27,1,1783,79,2687
2020-05-29,24,14,1,2,160,58,2887,278,835,1701,154,11144,38,3,1797,81,2688
2020-05-30,19,5,3,0,151,56,2890,257,835,1708,148,11165,24,3,1802,81,2691
2020-05-31,12,8,3,0,153,56,2893,250,835,1708,155,11184,20,3,1810,81,2694
2020-06-01,15,7,5,0,151,56,2898,255,838,1708,158,11202,22,5,1817,81,2699
2020-06-02,24,17,1,0,146,56,2899,277,838,1733,151,11238,41,1,1834,81,2700
2020-06-03,17,11,5,0,133,52,2904,268,843,1754,134,11258,28,5,1845,81,2705
2020-06-04,14,19,5,1,131,54,2910,255,846,1774,117,11283,33,6,1864,82,2710
2020-06-05,9,12,3,0,128,52,2913,236,846,1784,110,11301,21,3,1876,82,2713
2020-06-06,4,5,2,0,126,52,2915,198,847,1786,111,11308,9,2,1881,82,2715
2020-06-07,4,12,3,0,125,51,2918,197,847,1788,111,11322,16,3,1893,82,2718
2020-06-08,11,7,0,0,124,51,2919,197,847,1805,103,11340,18,0,1900,82,2718
2020-06-09,9,9,2,0,116,50,2921,176,848,1817,95,11356,18,2,1909,82,2720
2020-06-10,5,6,2,0,113,50,2923,159,849,1829,86,11365,11,2,1915,82,2722
2020-06-11,14,11,1,0,109,50,2924,165,849,1841,79,11386,25,1,1926,82,2723
2020-06-12,8,4,3,0,106,48,2927,157,850,1851,73,11397,12,3,1930,82,2726
2020-06-13,4,5,2,0,104,47,2929,136,851,1851,73,11404,9,2,1935,82,2728
2020-06-14,3,5,0,0,103,46,2929,135,853,1853,71,11412,8,0,1940,82,2728
2020-06-15,5,5,1,0,102,46,2930,138,854,1871,63,11421,10,1,1945,82,2729
2020-06-16,8,9,2,0,93,45,2932,138,857,1876,62,11437,17,2,1954,82,2731
2020-06-17,7,6,0,0,85,43,2932,130,859,1883,60,11448,13,0,1960,82,2731
2020-06-18,4,12,1,0,78,42,2933,132,860,1890,60,11463,16,1,1972,82,2732
2020-06-19,4,8,0,0,73,41,2934,129,861,1898,53,11474,12,0,1980,82,2732
2020-06-20,4,5,2,0,71,41,2936,110,862,1899,56,11480,9,2,1985,82,2734
2020-06-21,5,9,0,0,67,39,2936,112,863,1899,56,11493,14,0,1994,82,2734
2020-06-22,7,8,3,0,69,41,2939,116,864,1904,58,11507,15,3,2002,82,2737
2020-06-23,6,9,1,0,62,38,2940,115,865,1910,56,11517,15,1,2011,82,2738
2020-06-24,5,11,1,0,58,37,2941,112,866,1916,51,11532,16,1,2022,82,2739
2020-06-25,9,8,0,1,57,35,2942,119,866,1922,51,11547,17,1,2030,83,2739
2020-06-26,2,6,0,0,51,32,2942,115,867,1926,51,11553,8,0,2036,83,2739
2020-06-27,2,2,0,0,46,30,2942,94,868,1926,54,11557,4,0,2038,83,2739
2020-06-28,4,5,0,0,42,29,2942,96,868,1926,54,11566,9,0,2043,83,2739
2020-06-29,8,8,0,0,42,29,2942,107,868,1931,51,11579,16,0,2051,83,2739
2020-06-30,2,6,2,0,42,29,2944,92,868,1938,47,11585,8,2,2057,83,2741
2020-07-01,4,5,0,0,38,26,2944,88,868,1943,43,11594,9,0,2062,83,2741
2020-07-02,4,3,2,1,40,29,2947,82,869,1947,41,11598,7,3,2065,84,2743
2020-07-03,7,5,0,0,37,28,2947,83,869,1956,32,11608,12,0,2070,84,2743
2020-07-04,0,3,1,0,38,28,2948,73,869,1956,34,11610,3,1,2073,84,2744
2020-07-05,2,8,0,0,36,26,2948,77,869,1957,34,11618,10,0,2081,84,2744
2020-07-06,2,5,1,0,36,26,2949,81,870,1962,31,11625,7,1,2086,84,2745
2020-07-07,4,4,1,0,34,24,2950,84,871,1964,31,11632,8,1,2090,84,2746
2020-07-08,4,7,2,0,31,24,2952,85,871,1969,27,11642,11,2,2097,84,2748
2020-07-09,6,7,1,0,31,23,2953,87,871,1973,23,11652,13,1,2104,84,2749
2020-07-10,6,6,1,0,32,23,2954,95,871,1973,24,11662,12,1,2110,84,2750
2020-07-11,2,2,0,0,30,21,2954,84,871,1973,24,11665,4,0,2112,84,2750
2020-07-12,3,4,1,0,31,21,2955,85,872,1975,23,11669,7,1,2116,84,2751
2020-07-13,4,5,0,0,30,22,2955,92,873,1976,24,11678,9,0,2121,84,2751
2020-07-14,6,6,0,0,27,22,2955,94,873,1977,24,11689,12,0,2127,84,2751
2020-07-15,2,4,1,0,27,21,2956,85,873,1980,23,11694,6,1,2131,84,2752
2020-07-16,2,8,1,0,26,21,2957,81,873,1984,19,11703,10,1,2139,84,2753
2020-07-17,6,3,0,0,26,20,2957,80,873,1984,20,11711,9,0,2142,84,2753
