"date","Hospital_Intake_Proven","Hospital_Intake_Suspected","IC_Intake_Proven","IC_Intake_Suspected","IC_Current","ICs_Used","IC_Cumulative","Hospital_Currently","IC_Deaths_Cumulative","IC_Discharge_Cumulative","IC_Discharge_InHospital","Hospital_Cumulative","Hospital_Intake","IC_Intake","Hosp_Intake_Suspec_Cumul","IC_Intake_Suspected_Cumul","IC_Intake_Proven_Cumsum"
2020-02-27,2,2,1,0,13,9,13,64,0,0,0,67,4,1,2,0,1
2020-02-28,3,0,0,1,14,10,14,67,0,0,0,70,3,1,2,1,1
2020-02-29,1,0,0,0,15,10,15,67,0,0,0,71,1,0,2,1,1
2020-03-01,7,1,2,0,17,11,17,75,0,0,1,79,8,2,3,1,3
2020-03-02,10,1,0,0,16,10,17,86,0,0,1,90,11,0,4,1,3
2020-03-03,8,0,1,0,18,10,19,93,0,0,1,98,8,1,4,1,4
2020-03-04,10,3,3,0,21,12,22,105,0,2,1,111,13,3,7,1,7
2020-03-05,12,1,1,1,21,14,24,115,0,2,1,123,13,2,8,2,8
2020-03-06,19,1,4,0,25,17,28,131,0,2,2,140,20,4,9,2,12
2020-03-07,7,3,3,0,27,17,31,139,0,3,1,148,10,3,12,2,15
2020-03-08,18,4,6,0,33,21,37,157,2,3,1,168,22,6,16,2,21
2020-03-09,27,5,5,2,38,22,45,182,2,3,1,198,32,7,21,4,26
2020-03-10,29,4,9,1,46,24,55,206,2,3,2,228,33,10,25,5,35
2020-03-11,44,5,9,0,54,26,65,242,4,3,2,271,49,9,30,5,44
2020-03-12,54,4,23,0,74,32,88,285,5,3,2,322,58,23,34,5,67
2020-03-13,75,4,13,0,85,35,102,352,5,4,2,398,79,13,38,5,80
2020-03-14,61,3,19,0,103,44,122,392,5,7,5,453,64,19,41,5,99
2020-03-15,69,8,27,1,127,51,151,440,7,7,6,524,77,28,49,6,126
2020-03-16,142,19,32,0,157,57,184,574,12,8,6,679,161,32,68,6,158
2020-03-17,145,12,34,0,186,60,220,659,14,8,9,819,157,34,80,6,192
2020-03-18,177,14,51,0,236,65,275,787,17,12,10,996,191,51,94,6,243
2020-03-19,258,24,59,2,295,70,342,993,25,12,12,1261,282,61,118,8,302
2020-03-20,240,25,82,1,370,71,429,1163,29,14,17,1502,265,83,143,9,384
2020-03-21,200,13,71,3,438,71,510,1244,41,16,27,1684,213,74,156,12,455
2020-03-22,236,18,72,1,487,71,584,1349,47,19,29,1910,254,73,174,13,527
2020-03-23,448,23,97,3,578,71,686,1671,64,22,41,2342,471,100,197,16,624
2020-03-24,426,25,109,1,660,73,801,1924,74,26,46,2752,451,110,222,17,733
2020-03-25,440,22,115,2,759,74,921,2141,87,31,54,3167,462,117,244,19,848
2020-03-26,441,32,104,4,845,74,1035,2339,105,41,57,3592,473,108,276,23,952
2020-03-27,560,34,112,1,931,74,1154,2598,120,47,74,4127,594,113,310,24,1064
2020-03-28,299,25,97,2,994,74,1257,2538,138,51,90,4403,324,99,335,26,1161
2020-03-29,254,18,87,2,1041,74,1349,2490,163,62,103,4627,272,89,353,28,1248
2020-03-30,442,29,124,3,1125,74,1479,2639,183,71,121,5030,471,127,382,31,1372
2020-03-31,309,40,109,1,1191,74,1592,2568,218,89,128,5321,349,110,422,32,1481
2020-04-01,314,37,74,3,1210,75,1668,2470,243,107,139,5625,351,77,459,35,1555
2020-04-02,350,37,90,3,1252,75,1767,2446,264,121,151,5955,387,93,496,38,1645
