"date","Hospital_Intake_Proven","Hospital_Intake_Suspected","IC_Intake_Proven","IC_Intake_Suspected","IC_Current","ICs_Used","IC_Cumulative","Hospital_Currently","IC_Deaths_Cumulative","IC_Discharge_Cumulative","IC_Discharge_InHospital","Hospital_Intake","IC_Intake","Hosp_Intake_Suspec_Cumul","IC_Intake_Suspected_Cumul"
"2020-02-27",2,2,1,0,7,4,7,40,0,0,0,4,1,2,0
"2020-02-28",3,0,0,1,8,5,8,43,0,0,0,3,1,2,1
"2020-02-29",1,0,0,0,9,4,9,43,0,0,0,1,0,2,1
"2020-03-01",6,1,2,0,11,5,11,50,0,0,1,7,2,3,1
"2020-03-02",9,1,0,0,10,5,11,60,0,0,1,10,0,4,1
"2020-03-03",6,0,1,0,12,6,13,65,0,0,1,6,1,4,1
"2020-03-04",8,2,3,0,15,8,16,74,0,2,1,10,3,6,1
"2020-03-05",10,0,1,1,15,8,18,82,0,2,1,10,2,6,2
"2020-03-06",14,1,4,0,19,11,22,96,0,2,2,15,4,7,2
"2020-03-07",6,3,3,0,21,12,25,105,0,3,1,9,3,10,2
"2020-03-08",13,5,6,0,27,16,31,121,2,3,1,18,6,15,2
"2020-03-09",20,5,5,1,31,18,38,143,3,3,2,25,6,20,3
"2020-03-10",22,5,9,0,37,19,47,164,3,3,2,27,9,25,3
"2020-03-11",39,4,9,0,46,21,57,201,5,3,2,43,9,29,3
"2020-03-12",51,4,23,0,67,28,80,248,6,3,2,55,23,33,3
"2020-03-13",64,4,13,0,78,31,94,308,6,4,2,68,13,37,3
"2020-03-14",52,3,17,0,94,39,112,347,7,7,5,55,17,40,3
"2020-03-15",60,8,27,0,117,47,140,391,11,7,7,68,27,48,3
"2020-03-16",125,18,32,0,146,53,173,510,16,8,7,143,32,66,3
"2020-03-17",127,13,34,0,175,56,209,595,18,8,10,140,34,79,3
"2020-03-18",155,16,50,0,224,60,263,716,23,11,11,171,50,95,3
"2020-03-19",215,26,57,1,281,68,327,898,30,11,13,241,58,121,4
"2020-03-20",203,25,82,0,356,70,414,1048,35,13,19,228,82,146,4
"2020-03-21",184,12,72,3,424,70,495,1127,48,15,26,196,75,158,7
"2020-03-22",219,17,71,1,477,69,569,1228,53,18,27,236,72,175,8
"2020-03-23",395,24,98,1,569,71,669,1526,70,20,39,419,99,199,9
"2020-03-24",392,23,107,0,650,73,781,1757,77,23,44,415,107,222,9
"2020-03-25",421,23,114,1,750,74,900,1967,89,27,53,444,115,245,10
"2020-03-26",419,33,104,1,836,74,1012,2172,111,36,56,452,105,278,11
"2020-03-27",524,34,112,1,923,73,1130,2406,125,42,72,558,113,312,12
"2020-03-28",287,25,99,2,989,73,1235,2339,143,46,89,312,101,337,14
"2020-03-29",237,18,88,1,1037,74,1328,2299,169,57,100,255,89,355,15
"2020-03-30",397,25,127,3,1126,74,1461,2446,188,66,119,422,130,380,18
"2020-03-31",288,39,107,0,1189,74,1571,2403,220,82,127,327,107,419,18
"2020-04-01",279,43,71,1,1206,75,1645,2306,240,100,136,322,72,462,19
"2020-04-02",315,39,88,2,1251,75,1743,2305,263,114,149,354,90,501,21
"2020-04-03",293,53,76,0,1279,75,1822,2300,296,136,157,346,76,554,21
"2020-04-04",177,23,62,2,1281,74,1887,2116,315,149,175,200,64,577,23
"2020-04-05",205,21,72,1,1301,75,1962,2079,337,158,196,226,73,598,24
"2020-04-06",286,56,60,0,1310,75,2024,2183,355,180,210,342,60,654,24
"2020-04-07",191,51,55,0,1312,75,2082,2056,388,203,241,242,55,705,24
"2020-04-08",189,32,55,0,1281,75,2141,1931,404,227,254,221,55,737,24
"2020-04-09",170,35,50,0,1278,75,2192,1764,415,255,259,205,50,772,24
"2020-04-10",192,36,48,0,1283,75,2241,1685,444,282,266,228,48,808,24
"2020-04-11",130,21,26,2,1249,75,2270,1508,459,301,286,151,28,829,26
"2020-04-12",121,32,34,1,1231,75,2305,1451,472,317,314,153,35,861,27
"2020-04-13",147,32,44,0,1217,75,2351,1453,494,332,340,179,44,893,27
"2020-04-14",146,31,34,2,1191,76,2388,1468,503,382,333,177,36,924,29
"2020-04-15",106,13,22,1,1166,76,2412,1376,522,433,332,119,23,937,30
"2020-04-16",104,18,28,0,1133,76,2441,1266,539,481,319,122,28,955,30
"2020-04-17",135,25,25,0,1104,76,2467,1231,558,528,319,160,25,980,30
"2020-04-18",72,15,18,0,1057,76,2485,1092,572,550,336,87,18,995,30
"2020-04-19",75,11,19,0,1027,76,2505,1061,588,556,359,86,19,1006,30
"2020-04-20",99,21,25,1,1007,76,2532,1103,607,612,344,120,26,1027,31
"2020-04-21",105,26,20,0,971,76,2554,1064,628,662,344,131,20,1053,31
"2020-04-22",81,22,14,0,915,77,2569,990,645,705,339,103,14,1075,31
"2020-04-23",88,35,16,0,874,77,2585,953,659,750,318,123,16,1110,31
"2020-04-24",76,26,17,1,857,76,2604,907,671,809,288,102,18,1136,32
"2020-04-25",38,25,13,0,828,76,2618,786,681,826,293,63,13,1161,32
"2020-04-26",38,25,13,0,805,76,2631,759,694,833,311,63,13,1186,32
"2020-04-27",55,17,14,0,781,76,2645,747,705,843,327,72,14,1203,32
"2020-04-28",83,24,14,1,760,76,2660,768,709,890,315,107,15,1227,33
"2020-04-29",55,21,11,0,732,76,2672,720,715,927,315,76,11,1248,33
"2020-04-30",57,24,18,0,707,76,2690,699,726,968,303,81,18,1272,33
"2020-05-01",50,11,9,0,672,76,2699,645,729,1008,305,61,9,1283,33
"2020-05-02",26,12,9,0,632,76,2708,562,739,1022,306,38,9,1295,33
"2020-05-03",35,10,10,0,619,76,2719,548,744,1029,318,45,10,1305,33
"2020-05-04",57,20,11,1,609,76,2731,594,750,1069,315,77,12,1325,34
"2020-05-05",28,8,3,0,568,76,2734,522,756,1081,330,36,3,1333,34
"2020-05-06",52,15,5,0,541,73,2740,536,761,1117,322,67,5,1348,34
"2020-05-07",44,14,8,1,520,72,2750,512,769,1153,318,58,9,1362,35
"2020-05-08",53,22,7,0,488,72,2757,508,773,1187,307,75,7,1384,35
"2020-05-09",29,7,5,0,466,72,2762,459,779,1196,315,36,5,1391,35
"2020-05-10",22,18,4,1,449,72,2767,450,781,1199,324,40,5,1409,36
"2020-05-11",41,20,7,1,443,73,2775,476,788,1236,323,61,8,1429,37
"2020-05-12",23,27,2,0,401,71,2777,451,791,1278,301,50,2,1456,37
"2020-05-13",34,26,3,1,383,71,2781,433,795,1310,298,60,4,1482,38
"2020-05-14",22,20,8,1,358,71,2790,408,798,1338,286,42,9,1502,39
"2020-05-15",31,23,3,0,341,71,2794,392,804,1373,265,54,3,1525,39
"2020-05-16",16,6,7,1,326,70,2803,343,805,1383,264,22,8,1531,40
"2020-05-17",28,12,4,0,321,70,2808,358,805,1387,268,40,4,1543,40
"2020-05-18",36,22,4,0,316,70,2812,400,806,1419,271,58,4,1565,40
"2020-05-19",15,12,1,1,283,67,2814,376,808,1451,252,27,2,1577,41
"2020-05-20",29,17,2,0,272,66,2817,368,813,1482,237,46,2,1594,41
"2020-05-21",14,7,2,0,251,66,2819,330,817,1488,243,21,2,1601,41
"2020-05-22",28,18,4,0,240,66,2824,354,820,1521,227,46,4,1619,41
"2020-05-23",12,7,3,0,223,63,2827,313,821,1524,230,19,3,1626,41
"2020-05-24",18,13,7,0,222,63,2834,311,823,1524,240,31,7,1639,41
"2020-05-25",33,22,1,0,212,62,2835,344,824,1547,243,55,1,1661,41
"2020-05-26",25,14,4,0,189,62,2839,340,826,1566,236,39,4,1675,41
"2020-05-27",18,14,3,1,174,58,2843,318,827,1590,221,32,4,1689,42
"2020-05-28",14,12,1,0,166,57,2844,294,829,1621,201,26,1,1701,42
"2020-05-29",23,13,1,2,156,56,2847,294,832,1640,190,36,3,1714,44
"2020-05-30",20,5,2,0,146,54,2849,276,832,1647,185,25,2,1719,44
"2020-05-31",7,7,3,0,147,54,2852,267,832,1647,192,14,3,1726,44
"2020-06-01",12,7,4,0,144,53,2856,273,834,1647,195,19,4,1733,44
"2020-06-02",18,16,1,0,140,53,2857,293,834,1672,187,34,1,1749,44
"2020-06-03",16,9,4,0,127,50,2861,286,838,1692,172,25,4,1758,44
"2020-06-04",13,18,5,0,124,52,2866,277,840,1711,155,31,5,1776,44
"2020-06-05",9,9,3,0,122,51,2869,260,840,1721,147,18,3,1785,44
