"date","Hospital_Intake_Proven","Hospital_Intake_Suspected","IC_Intake_Proven","IC_Intake_Suspected","IC_Current","ICs_Used","IC_Cumulative","Hospital_Currently","IC_Deaths_Cumulative","IC_Discharge_Cumulative","IC_Discharge_InHospital","Hospital_Cumulative","Hospital_Intake","IC_Intake","Hosp_Intake_Suspec_Cumul","IC_Intake_Suspected_Cumul","IC_Intake_Proven_Cumsum"
2020-02-27,2,2,1,0,14,9,14,63,0,0,0,66,4,1,2,0,1
2020-02-28,3,0,0,1,15,10,15,66,0,0,0,69,3,1,2,1,1
2020-02-29,1,0,0,0,16,10,16,66,0,0,0,70,1,0,2,1,1
2020-03-01,7,1,2,0,18,11,18,74,0,0,1,78,8,2,3,1,3
2020-03-02,10,1,0,0,17,10,18,85,0,0,1,89,11,0,4,1,3
2020-03-03,8,0,1,0,19,10,20,92,0,0,1,97,8,1,4,1,4
2020-03-04,10,3,3,0,22,12,23,104,0,2,1,110,13,3,7,1,7
2020-03-05,12,1,1,1,22,14,25,114,0,2,1,122,13,2,8,2,8
2020-03-06,18,1,4,0,26,17,29,129,0,2,2,138,19,4,9,2,12
2020-03-07,7,3,3,0,28,17,32,138,0,3,1,147,10,3,12,2,15
2020-03-08,18,4,6,0,34,21,38,156,2,3,1,167,22,6,16,2,21
2020-03-09,27,5,5,2,39,23,46,181,2,3,1,197,32,7,21,4,26
2020-03-10,28,4,9,1,47,24,56,204,2,3,2,226,32,10,25,5,35
2020-03-11,43,5,9,0,55,25,66,240,4,3,2,269,48,9,30,5,44
2020-03-12,54,4,23,0,75,32,89,284,5,3,2,321,58,23,34,5,67
2020-03-13,73,4,13,0,86,35,103,349,5,4,2,395,77,13,38,5,80
2020-03-14,61,3,19,0,104,43,123,390,5,7,5,451,64,19,41,5,99
2020-03-15,69,8,26,1,127,50,151,439,7,7,6,523,77,27,49,6,125
2020-03-16,140,19,33,0,158,56,185,571,12,8,6,676,159,33,68,6,158
2020-03-17,144,12,35,0,188,60,222,656,14,8,9,816,156,35,80,6,193
2020-03-18,172,14,50,0,237,64,276,780,17,12,10,989,186,50,94,6,243
2020-03-19,252,24,59,2,296,70,343,983,25,12,12,1251,276,61,118,8,302
2020-03-20,238,25,82,1,371,71,430,1155,30,14,17,1494,263,83,143,9,384
2020-03-21,199,13,72,3,440,71,512,1240,42,16,27,1680,212,75,156,12,456
2020-03-22,236,18,72,1,489,71,586,1346,48,19,29,1907,254,73,174,13,528
2020-03-23,444,23,98,3,581,71,689,1665,65,22,41,2336,467,101,197,16,626
2020-03-24,422,25,108,1,662,73,803,1918,75,26,46,2746,447,109,222,17,734
2020-03-25,433,22,115,2,761,74,923,2131,88,31,54,3157,455,117,244,19,849
2020-03-26,435,32,104,4,847,74,1037,2326,106,41,57,3580,467,108,276,23,953
2020-03-27,557,34,112,1,933,74,1156,2588,121,47,74,4117,591,113,310,24,1065
